D10_D1,D9_D1,D10_D5,pct_ingreso_decil10,periodo
8.775404519540093,5.139358103109402,3.4807986135303506,0.262257588870792,T4 2024
9.827590697492642,6.467766456041577,3.0676540187796695,0.247037466345807,T4 2025
